token	lemma	pos	onset	offset	entity	babelfy_id (iob)	link	TP	FP	FN	OCR	
Cabinet	cabinet	NOUN	10642	10648	Cabinet	B-bn:00014447n	https://babelnet.org/synset?word=bn:00014447n&lang=FR&langTrans=DE	 	1	1	 	
libéral	libéral	ADJ	10650	10656	libéral	B-bn:00098893a	https://babelnet.org/synset?word=bn:00098893a&lang=FR&langTrans=DE	1	 	 	 	
.	.	PUNCT	10657	10657	.			 	 	 	 	
Notre	notre	DET	10659	10663	Notre			 	 	 	 	
avis	avis	NOUN	10665	10668	avis	B-bn:01790118n	https://babelnet.org/synset?word=bn:01790118n&lang=FR&langTrans=DE	 	1	1	 	
a	avoir	AUX	10670	10670	a			 	 	 	 	
toujours	toujours	ADV	10672	10679	toujours	B-bn:00114251r	https://babelnet.org/synset?word=bn:00114251r&lang=FR&langTrans=DE	1	 	 	 	
été	être	AUX	10681	10683	été	B-bn:00083187v	https://babelnet.org/synset?word=bn:00083187v&lang=FR&langTrans=DE	1	 	 	 	
que	que	SCONJ	10685	10687	que			 	 	 	 	
ce	ce	DET	10689	10690	ce			 	 	 	 	
mot	mot	NOUN	10692	10694	mot	B-bn:00081546n	https://babelnet.org/synset?word=bn:00081546n&lang=FR&langTrans=DE	1	 	 	 	
de	de	ADP	10696	10697	de			 	 	 	 	
libéral	libéral	NOUN	10699	10705	libéral	B-bn:00050935n	https://babelnet.org/synset?word=bn:00050935n&lang=FR&langTrans=DE	 	1	1	 	
signifie	signifier	VERB	10707	10714	signifie	B-bn:00089806v	https://babelnet.org/synset?word=bn:00089806v&lang=FR&langTrans=DE	1	 	 	 	
autre	autre	ADJ	10716	10720	autre	B-bn:00101268a	https://babelnet.org/synset?word=bn:00101268a&lang=FR&langTrans=DE	 	1	1	 	
chose	chose	NOUN	10722	10726	chose	B-bn:00076925n	https://babelnet.org/synset?word=bn:00076925n&lang=FR&langTrans=DE	1	 	 	 	
que	que	SCONJ	10728	10730	que			 	 	 	 	
:	:	PUNCT	10732	10732	:			 	 	 	 	
faible	faible	ADJ	10734	10739	faible	B-bn:00113737a	https://babelnet.org/synset?word=bn:00113737a&lang=FR&langTrans=DE	1	 	 	 	
et	et	CCONJ	10741	10742	et			 	 	 	 	
jouet	jouet	VERB	10744	10748	jouet			 	 	1	 	
du	du	DET	10750	10751	du			 	 	 	 	
premier	premier	ADJ	10753	10759	premier	B-bn:00103006a	https://babelnet.org/synset?word=bn:00103006a&lang=FR&langTrans=DE	1	 	 	 	
brouillon	brouillon	ADJ	10761	10769	brouillon	B-bn:00010406n	https://babelnet.org/synset?word=bn:00010406n&lang=FR&langTrans=DE	1	 	 	 	
venu	venir	VERB	10771	10774	venu	B-bn:00085322v	https://babelnet.org/synset?word=bn:00085322v&lang=FR&langTrans=DE	1	 	 	 	
.	.	PUNCT	10775	10775	.			 	 	 	 	
Le	le	DET	10777	10778	Le			 	 	 	 	
peuple	peuple	NOUN	10780	10785	peuple	B-bn:00019283n	https://babelnet.org/synset?word=bn:00019283n&lang=FR&langTrans=DE	1	 	 	 	
tchèque	tchèque	ADJ	10787	10793	tchèque	B-bn:00100868a	https://babelnet.org/synset?word=bn:00100868a&lang=FR&langTrans=DE	1	 	 	 	
,	,	PUNCT	10794	10794	,			 	 	 	 	
dont	dont	PRON	10796	10799	dont			 	 	 	 	
Belcredi	Belcredi	PROPN	10801	10808	Belcredi	B-bn:15846022n	https://babelnet.org/synset?word=bn:15846022n&lang=FR&langTrans=DE	1	 	 	 	
lui-même	lui-même	PRON	10810	10817	lui-même	B-bn:05005852n	https://babelnet.org/synset?word=bn:05005852n&lang=FR&langTrans=DE	 	1	1	 	
n'	ne	ADV	10819	10820	n'			 	 	 	 	
a	avoir	AUX	10821	10821	a			 	 	 	 	
pu	pouvoir	AUX	10823	10824	pu	B-bn:13601970v	https://babelnet.org/synset?word=bn:13601970v&lang=FR&langTrans=DE	1	 	 	 	
avoir	avoir	VERB	10826	10830	avoir	B-bn:00089240v	https://babelnet.org/synset?word=bn:00089240v&lang=FR&langTrans=DE	 	1	1	 	
raison	raison	NOUN	10832	10837	raison	B-bn:00066443n	https://babelnet.org/synset?word=bn:00066443n&lang=FR&langTrans=DE	 	1	1	 	
sans	sans	ADP	10839	10842	sans			 	 	 	 	
recourir	recourir	VERB	10844	10851	recourir	B-bn:00088006v	https://babelnet.org/synset?word=bn:00088006v&lang=FR&langTrans=DE	1	 	 	 	
aux	aux	ADP	10853	10855	aux			 	 	 	 	
lois	loi	NOUN	10857	10860	lois	B-bn:00050249n	https://babelnet.org/synset?word=bn:00050249n&lang=FR&langTrans=DE	1	 	 	 	
martiales	martial	ADJ	10862	10870	martiales	B-bn:00106446a	https://babelnet.org/synset?word=bn:00106446a&lang=FR&langTrans=DE	1	 	 	 	
,	,	PUNCT	10871	10871	,			 	 	 	 	
et	et	CCONJ	10873	10874	et			 	 	 	 	
qui	qui	PRON	10876	10878	qui			 	 	 	 	
,	,	PUNCT	10879	10879	,			 	 	 	 	
dans	dan	ADP	10881	10884	dans			 	 	 	 	
son	son	DET	10886	10888	son			 	 	 	 	
ignorance	ignorance	NOUN	10890	10898	ignorance	B-bn:00045892n	https://babelnet.org/synset?word=bn:00045892n&lang=FR&langTrans=DE	1	 	 	 	
de	de	ADP	10900	10901	de			 	 	 	 	
toute	tout	DET	10903	10907	toute			 	 	 	 	
véritable	véritable	ADJ	10909	10917	véritable	B-bn:00101997a	https://babelnet.org/synset?word=bn:00101997a&lang=FR&langTrans=DE	1	 	 	 	
idée	idée	NOUN	10919	10922	idée	B-bn:00045800n	https://babelnet.org/synset?word=bn:00045800n&lang=FR&langTrans=DE	1	 	 	 	
constitutionnelle	constitutionnel	ADJ	10924	10940	constitutionnelle	B-bn:00098994a	https://babelnet.org/synset?word=bn:00098994a&lang=FR&langTrans=DE	 	1	1	 	
,	,	PUNCT	10941	10941	,			 	 	 	 	
confond	confondre	VERB	10943	10949	confond	B-bn:00085594v	https://babelnet.org/synset?word=bn:00085594v&lang=FR&langTrans=DE	1	 	 	 	
la	le	DET	10951	10952	la			 	 	 	 	
liberté	liberté	NOUN	10954	10960	liberté	B-bn:00007389n	https://babelnet.org/synset?word=bn:00007389n&lang=FR&langTrans=DE	1	 	 	 	
avec	avec	ADP	10962	10965	avec			 	 	 	 	
le	le	DET	10967	10968	le			 	 	 	 	
déchaînement	déchaînemer	VERB	10970	10981	déchaînement	B-bn:00066114n	https://babelnet.org/synset?word=bn:00066114n&lang=FR&langTrans=DE	1	 	 	 	
des	un	DET	10983	10985	des			 	 	 	 	
passions	passion	NOUN	10987	10994	passions	B-bn:00060907n	https://babelnet.org/synset?word=bn:00060907n&lang=FR&langTrans=DE	1	 	 	 	
,	,	PUNCT	10995	10995	,			 	 	 	 	
ne	ne	ADV	10997	10998	ne			 	 	 	 	
saurait	savoir	VERB	11000	11006	saurait			 	 	 	 	
se	se	PRON	11008	11009	se			 	 	 	 	
plaindre	plaindre	VERB	11011	11018	plaindre	B-bn:00085471v	https://babelnet.org/synset?word=bn:00085471v&lang=FR&langTrans=DE	 	 	 	 	
,	,	PUNCT	11019	11019	,			 	 	 	 	
si	si	SCONJ	11021	11022	si			 	 	 	 	
ces	ce	DET	11024	11026	ces			 	 	 	 	
droits	droit	NOUN	11028	11033	droits	B-bn:00067807n	https://babelnet.org/synset?word=bn:00067807n&lang=FR&langTrans=DE	1	 	 	 	
civils	civil	ADJ	11035	11040	civils	B-bn:00099733a	https://babelnet.org/synset?word=bn:00099733a&lang=FR&langTrans=DE	1	 	 	 	
dont	dont	PRON	11042	11045	dont			 	 	 	 	
il	il	PRON	11047	11048	il			 	 	 	 	
ne	ne	ADV	11050	11051	ne			 	 	 	 	
soupçonne	soupçonner	VERB	11053	11061	soupçonne	B-bn:00094625v	https://babelnet.org/synset?word=bn:00094625v&lang=FR&langTrans=DE	1	 	 	 	
ni	ni	CCONJ	11063	11064	ni			 	 	 	 	
le	le	DET	11066	11067	le			 	 	 	 	
sens	sens	NOUN	11069	11072	sens	B-bn:00087864v	https://babelnet.org/synset?word=bn:00087864v&lang=FR&langTrans=DE	1	 	 	 	
,	,	PUNCT	11073	11073	,			 	 	 	 	
ni	ni	CCONJ	11075	11076	ni			 	 	 	 	
la	le	DET	11078	11079	la			 	 	 	 	
valeur	valeur	NOUN	11081	11086	valeur	B-bn:00029680n	https://babelnet.org/synset?word=bn:00029680n&lang=FR&langTrans=DE	1	 	 	 	
et	et	CCONJ	11088	11089	et			 	 	 	 	
dont	dont	PRON	11091	11094	dont			 	 	 	 	
il	il	PRON	11096	11097	il			 	 	 	 	
abuse	abus	ADJ	11099	11103	abuse	B-bn:00332899n	https://babelnet.org/synset?word=bn:00332899n&lang=FR&langTrans=DE	 	1	1	 	
pour	pour	ADP	11105	11108	pour			 	 	 	 	
le	le	DET	11110	11111	le			 	 	 	 	
commun	commun	ADJ	11113	11118	commun	B-bn:00100091a	https://babelnet.org/synset?word=bn:00100091a&lang=FR&langTrans=DE	1	 	 	 	
préjudice	préjudice	NOUN	11120	11128	préjudice	B-bn:00025080n	https://babelnet.org/synset?word=bn:00025080n&lang=FR&langTrans=DE	 	1	1	 	
,	,	PUNCT	11129	11129	,			 	 	 	 	
sont	être	AUX	11131	11134	sont	B-bn:00083187v	https://babelnet.org/synset?word=bn:00083187v&lang=FR&langTrans=DE	 	1	1	 	
suspendus	suspendre	VERB	11136	11144	suspendus	B-bn:13614724a	https://babelnet.org/synset?word=bn:13614724a&lang=FR&langTrans=DE	1	 	 	 	
dans	dan	ADP	11146	11149	dans			 	 	 	 	
les	le	DET	11151	11153	les			 	 	 	 	
localités	localité	NOUN	11155	11163	localités	B-bn:00080991n	https://babelnet.org/synset?word=bn:00080991n&lang=FR&langTrans=DE	 	1	1	 	
de	de	ADP	11165	11166	de			 	 	 	 	
Bohême	Bohême	PROPN	11168	11173	Bohême	B-bn:00011813n	https://babelnet.org/synset?word=bn:00011813n&lang=FR&langTrans=DE	1	 	 	 	
où	où	PRON	11175	11176	où			 	 	 	 	
cette	ce	DET	11178	11182	cette			 	 	 	 	
mesure	mesure	NOUN	11184	11189	mesure	B-bn:00054019n	https://babelnet.org/synset?word=bn:00054019n&lang=FR&langTrans=DE	1	 	 	 	
est	être	AUX	11191	11193	est	B-bn:00083187v	https://babelnet.org/synset?word=bn:00083187v&lang=FR&langTrans=DE	 	1	1	 	
devenue	devenir	AUX	11195	11201	devenue			 	 	1	 	
nécessaire	nécessaire	ADJ	11203	11212	nécessaire	B-bn:00107182a	https://babelnet.org/synset?word=bn:00107182a&lang=FR&langTrans=DE	1	 	 	 	
.	.	PUNCT	11213	11213	.			 	 	 	 	
Ce	ce	PRON	11215	11216	Ce			 	 	 	 	
ne	ne	ADV	11218	11219	ne			 	 	 	 	
serait	être	VERB	11221	11226	serait	B-bn:00083187v	https://babelnet.org/synset?word=bn:00083187v&lang=FR&langTrans=DE	 	1	1	 	
là	là	ADV	11228	11229	là	B-bn:00114427r	https://babelnet.org/synset?word=bn:00114427r&lang=FR&langTrans=DE	1	 	 	 	
qu'	que	SCONJ	11231	11233	qu'			 	 	 	 	
un	un	DET	11234	11235	un			 	 	 	 	
acte	acte	NOUN	11237	11240	acte	B-bn:00001077n	https://babelnet.org/synset?word=bn:00001077n&lang=FR&langTrans=DE	 	1	1	 	
de	de	ADP	11242	11243	de			 	 	 	 	
défense	défense	NOUN	11245	11251	défense	B-bn:00025878n	https://babelnet.org/synset?word=bn:00025878n&lang=FR&langTrans=DE	1	 	 	 	
,	,	PUNCT	11252	11252	,			 	 	 	 	
de	de	ADP	11254	11255	de			 	 	 	 	
précaution	précaution	NOUN	11257	11266	précaution	B-bn:00016012n	https://babelnet.org/synset?word=bn:00016012n&lang=FR&langTrans=DE	1	 	 	 	
,	,	PUNCT	11267	11267	,			 	 	 	 	
à	à	ADP	11269	11269	à			 	 	 	 	
l'	le	DET	11271	11272	l'			 	 	 	 	
égard	égard	NOUN	11273	11277	égard	B-bn:00031654n	https://babelnet.org/synset?word=bn:00031654n&lang=FR&langTrans=DE	 	1	1	 	
et	et	CCONJ	11279	11280	et			 	 	 	 	
dans	dan	ADP	11282	11285	dans			 	 	 	 	
l'	le	DET	11287	11288	l'			 	 	 	 	
intérêt	intérêt	NOUN	11289	11295	intérêt	B-bn:00047080n	https://babelnet.org/synset?word=bn:00047080n&lang=FR&langTrans=DE	1	 	 	 	
même	même	ADV	11297	11300	même			 	 	 	 	
de	de	ADP	11302	11303	de			 	 	 	 	
gens	gens	NOUN	11305	11308	gens	B-bn:00037747n	https://babelnet.org/synset?word=bn:00037747n&lang=FR&langTrans=DE	 	1	1	 	
qui	qui	PRON	11310	11312	qui			 	 	 	 	
n'	ne	ADV	11314	11315	n'			 	 	 	 	
ont	avoir	AUX	11316	11318	ont	B-bn:00088733v	https://babelnet.org/synset?word=bn:00088733v&lang=FR&langTrans=DE	 	1	1	 	
pas	pas	ADV	11320	11322	pas			 	 	 	 	
toute	tout	ADJ	11324	11328	toute			 	 	 	 	
leur	lui	DET	11330	11333	leur			 	 	 	 	0
raison	raison	NOUN	11335	11340	raison	B-bn:00066443n	https://babelnet.org/synset?word=bn:00066443n&lang=FR&langTrans=DE	1	 	 	 	
;	;	PUNCT	11342	11342	;			 	 	 	 	
car	car	CCONJ	11344	11346	car			 	 	 	 	
si	si	SCONJ	11348	11349	si			 	 	 	 	
les	le	DET	11351	11353	les			 	 	 	 	
choses	chose	NOUN	11355	11360	choses	B-bn:00076925n	https://babelnet.org/synset?word=bn:00076925n&lang=FR&langTrans=DE	1	 	 	 	
allaient	aller	ADV	11362	11369	allaient	B-bn:00087905v	https://babelnet.org/synset?word=bn:00087905v&lang=FR&langTrans=DE	1	 	 	 	
selon	selon	ADP	11371	11375	selon			 	 	 	 	
le	le	DET	11377	11378	le			 	 	 	 	
bon	bon	ADJ	11380	11382	bon	B-bn:00103672a	https://babelnet.org/synset?word=bn:00103672a&lang=FR&langTrans=DE	1	 	 	 	
plaisir	plaisir	NOUN	11384	11390	plaisir	B-bn:00062972n	https://babelnet.org/synset?word=bn:00062972n&lang=FR&langTrans=DE	1	 	 	 	
des	un	DET	11392	11394	des			 	 	 	 	
chefs	chef	NOUN	11396	11400	chefs	B-bn:00018319n	https://babelnet.org/synset?word=bn:00018319n&lang=FR&langTrans=DE	1	 	 	 	
du	du	DET	11402	11403	du			 	 	 	 	
mouvement	mouvement	NOUN	11405	11413	mouvement	B-bn:00056030n	https://babelnet.org/synset?word=bn:00056030n&lang=FR&langTrans=DE	 	1	1	 	
tchèque	tchèque	ADJ	11415	11421	tchèque	B-bn:00100868a	https://babelnet.org/synset?word=bn:00100868a&lang=FR&langTrans=DE	1	 	 	 	
,	,	PUNCT	11422	11422	,			 	 	 	 	
nous	nous	PRON	11424	11427	nous			 	 	 	 	
verrions	voir	VERB	11429	11436	verrions	B-bn:00093430v	https://babelnet.org/synset?word=bn:00093430v&lang=FR&langTrans=DE	1	 	 	 	
s'	si	PRON	11438	11439	s'			 	 	 	 	
écrouler	écrouler	VERB	11440	11447	écrouler	B-bn:00085282v	https://babelnet.org/synset?word=bn:00085282v&lang=FR&langTrans=DE	1	 	 	 	
,	,	PUNCT	11448	11448	,			 	 	 	 	
